CustomerID,Age,Gender,Location,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,TechSupport,OnlineBackup,DeviceProtection,SatisfactionScore,SupportTickets,Churn
2355,63,M,Central,11,50.38,554.17,Month-to-month,Fiber optic,No,No,Yes,2,3,1
2356,48,F,East,2,46.35,92.71,Month-to-month,Fiber optic,Yes,No,No,3,0,0
2357,39,M,Central,34,44.6,1516.55,Month-to-month,No,No,No,No,5,3,0
2358,47,F,Central,62,61.06,3785.65,2 year,DSL,Yes,No,No,1,2,0
2359,18,F,North,10,69.28,692.84,1 year,Fiber optic,No,Yes,Yes,5,2,0
2360,51,M,Central,4,72.4,289.6,Month-to-month,DSL,Yes,No,Yes,5,2,0
2361,29,F,Central,8,36.71,293.7,2 year,Fiber optic,No,No,No,5,4,0
2362,24,F,North,18,45.93,826.79,Month-to-month,Fiber optic,No,Yes,No,4,2,0
2363,22,F,Central,8,50.95,407.59,1 year,No,Yes,No,No,1,4,0
2364,61,M,North,19,100.15,1902.89,2 year,Fiber optic,No,No,No,4,0,0
2365,35,F,East,69,57.38,3959.09,2 year,No,No,No,No,3,3,1
2366,68,M,West,23,35.47,815.7,Month-to-month,DSL,No,No,No,1,2,0
2367,36,M,North,10,72.63,726.3,1 year,Fiber optic,No,No,Yes,1,1,1
2368,19,F,North,55,62.83,3455.52,Month-to-month,Fiber optic,No,No,Yes,3,1,0
2369,28,M,Central,17,41.5,705.53,Month-to-month,DSL,No,No,No,3,1,0
2370,63,F,North,3,55.53,166.58,Month-to-month,Fiber optic,No,No,No,5,1,1
2371,42,M,South,14,58.17,814.41,2 year,DSL,No,No,Yes,1,3,1
2372,36,F,South,22,62.54,1375.82,Month-to-month,No,No,Yes,No,2,2,1
2373,47,M,East,37,83.6,3093.18,Month-to-month,No,Yes,No,Yes,5,1,0
2374,52,F,North,56,76.21,4267.79,Month-to-month,DSL,No,No,No,1,3,0
2375,61,F,Central,8,67.5,540.01,Month-to-month,No,No,No,No,3,1,0
2376,66,F,Central,4,84.72,338.89,Month-to-month,Fiber optic,No,No,No,3,4,0
2377,39,F,West,2,56.8,113.61,2 year,Fiber optic,No,Yes,Yes,2,2,1
2378,25,M,East,27,50.5,1363.43,Month-to-month,No,No,No,No,1,2,0
2379,38,M,Central,32,71.17,2277.59,Month-to-month,Fiber optic,No,No,No,4,3,0
2380,48,F,West,11,69.63,765.94,1 year,DSL,No,Yes,No,5,1,0
2381,30,M,Central,11,35.48,390.3,2 year,DSL,Yes,No,No,1,0,0
2382,30,F,West,62,94.86,5881.61,2 year,Fiber optic,No,Yes,Yes,4,3,1
2383,50,F,South,50,44.63,2231.25,1 year,Fiber optic,No,No,Yes,3,4,0
2384,44,M,South,6,75.59,453.54,Month-to-month,DSL,No,No,No,3,3,1
2385,45,M,Central,31,76.06,2357.71,2 year,No,No,No,Yes,4,2,0
2386,33,F,East,20,20.0,400.0,1 year,Fiber optic,No,No,No,4,1,0
2387,41,M,North,4,69.54,278.18,1 year,DSL,No,Yes,Yes,2,5,1
2388,31,F,East,9,97.75,879.73,2 year,DSL,Yes,No,No,1,0,0
2389,58,M,East,4,50.8,203.19,2 year,Fiber optic,Yes,Yes,Yes,3,2,1
2390,60,M,North,7,27.04,189.3,2 year,Fiber optic,Yes,No,No,5,4,0
2391,18,M,South,20,62.66,1253.13,Month-to-month,Fiber optic,No,Yes,No,3,2,0
2392,31,M,South,10,74.32,743.21,Month-to-month,DSL,No,No,No,1,3,1
2393,22,M,North,11,63.26,695.81,2 year,DSL,No,Yes,No,4,1,0
2394,35,F,West,16,45.99,735.89,1 year,No,No,Yes,No,2,6,1
2395,43,M,East,2,44.39,88.79,Month-to-month,Fiber optic,Yes,No,Yes,3,3,1
2396,23,M,Central,27,32.56,879.03,1 year,No,No,Yes,No,2,3,0
2397,31,F,South,11,27.5,302.51,Month-to-month,DSL,No,No,No,4,2,0
2398,29,F,Central,14,58.14,813.95,1 year,Fiber optic,No,Yes,Yes,1,4,1
2399,48,F,North,74,73.48,5437.57,2 year,Fiber optic,Yes,No,No,3,1,0
2400,46,M,Central,9,68.18,613.65,Month-to-month,DSL,No,No,No,1,3,1
2401,34,M,Central,21,70.02,1470.37,Month-to-month,No,No,No,No,5,1,0
2402,47,F,East,10,77.64,776.37,Month-to-month,DSL,Yes,No,No,1,1,0
2403,36,F,North,45,91.16,4102.4,2 year,DSL,Yes,No,No,4,2,0
2404,40,F,Central,38,65.55,2491.01,1 year,Fiber optic,Yes,No,No,4,1,0
2405,70,F,South,6,71.89,431.37,1 year,Fiber optic,No,Yes,No,5,3,0
2406,65,M,North,24,72.03,1728.67,1 year,Fiber optic,Yes,Yes,Yes,1,0,1
2407,25,M,South,2,67.95,135.89,Month-to-month,Fiber optic,No,No,No,4,0,0
2408,57,M,West,67,65.38,4380.77,Month-to-month,No,No,Yes,No,4,1,1
2409,57,M,Central,9,67.01,603.06,1 year,No,No,No,No,4,2,1
2410,27,M,North,36,96.23,3464.3,2 year,Fiber optic,No,No,Yes,4,2,0
2411,57,F,South,8,93.65,749.19,Month-to-month,No,No,No,No,2,2,1
2412,68,M,Central,21,30.86,648.01,Month-to-month,Fiber optic,No,Yes,No,3,6,1
2413,28,F,East,83,69.37,5757.91,Month-to-month,Fiber optic,No,No,No,2,0,1
2414,31,F,South,42,65.14,2735.88,1 year,Fiber optic,No,Yes,No,4,3,0
2415,60,F,South,4,90.2,360.81,Month-to-month,Fiber optic,No,No,No,1,2,1
2416,49,M,West,16,64.28,1028.55,2 year,Fiber optic,No,No,No,2,3,1
2417,53,F,East,9,70.03,630.27,Month-to-month,Fiber optic,No,Yes,No,5,1,1
2418,50,M,West,12,52.0,624.02,Month-to-month,DSL,No,No,No,3,3,0
2419,50,F,East,9,81.27,731.42,Month-to-month,Fiber optic,Yes,No,No,1,3,0
2420,25,M,South,9,40.12,361.09,2 year,DSL,No,No,Yes,2,2,0
2421,60,F,West,16,58.89,942.29,Month-to-month,Fiber optic,No,No,No,3,4,1
2422,62,M,Central,5,43.92,219.58,Month-to-month,No,No,Yes,No,2,1,1
2423,41,F,East,16,58.98,943.71,Month-to-month,No,Yes,No,No,5,1,0
2424,44,F,South,7,54.02,378.15,1 year,No,Yes,No,No,4,2,0
2425,22,F,North,7,81.74,572.17,Month-to-month,DSL,Yes,Yes,Yes,5,0,0
2426,52,F,East,27,60.62,1636.79,1 year,DSL,Yes,No,No,4,1,0
2427,53,M,East,1,94.84,94.84,Month-to-month,Fiber optic,No,No,No,3,2,0
2428,44,M,Central,10,60.18,601.82,2 year,No,Yes,No,No,2,2,0
2429,61,M,East,11,43.34,476.79,2 year,Fiber optic,No,Yes,No,2,4,1
2430,39,F,East,14,60.15,842.04,Month-to-month,Fiber optic,No,No,No,5,2,1
2431,53,F,Central,23,74.54,1714.34,2 year,Fiber optic,No,No,Yes,1,3,1
2432,29,F,Central,10,98.73,987.31,Month-to-month,DSL,No,Yes,No,3,4,1
2433,44,F,West,5,52.1,260.52,2 year,Fiber optic,Yes,No,No,4,2,0
2434,42,F,South,44,98.17,4319.66,Month-to-month,No,No,No,Yes,3,3,0
2435,48,F,South,80,61.2,4896.13,Month-to-month,Fiber optic,No,Yes,No,5,3,0
2436,39,M,West,1,56.1,56.1,Month-to-month,No,Yes,No,No,2,1,1
2437,43,M,South,16,80.51,1288.21,1 year,Fiber optic,Yes,Yes,No,4,3,0
2438,57,M,East,9,93.47,841.2,Month-to-month,DSL,No,No,No,4,3,0
2439,38,M,West,7,76.14,533.0,1 year,DSL,No,No,No,4,4,0
2440,20,M,West,9,36.7,330.32,Month-to-month,DSL,No,Yes,No,4,2,1
2441,71,M,South,21,71.66,1504.87,1 year,DSL,No,No,No,3,3,0
2442,65,M,North,5,108.49,542.47,1 year,DSL,No,No,Yes,3,2,0
2443,25,M,South,49,20.0,980.0,1 year,DSL,No,No,No,5,3,0
2444,55,F,North,13,72.47,942.09,1 year,DSL,No,No,No,2,0,1
2445,37,F,West,8,59.31,474.47,Month-to-month,DSL,No,Yes,No,2,3,1
2446,48,F,North,30,46.28,1388.5,Month-to-month,Fiber optic,Yes,Yes,No,3,0,0
2447,49,F,East,1,85.67,85.67,Month-to-month,Fiber optic,No,Yes,Yes,5,1,0
2448,41,F,Central,12,30.24,362.93,2 year,Fiber optic,Yes,Yes,Yes,1,0,1
2449,33,F,North,9,58.0,521.96,1 year,No,Yes,No,No,4,3,0
2450,34,F,Central,9,85.02,765.2,1 year,No,No,No,No,2,2,1
2451,31,M,East,9,82.74,744.62,2 year,Fiber optic,No,No,No,4,2,0
2452,32,M,Central,1,76.93,76.93,2 year,Fiber optic,Yes,No,No,2,4,1
2453,43,F,East,4,68.46,273.82,1 year,DSL,Yes,Yes,Yes,1,3,0
2454,34,M,Central,4,62.52,250.08,1 year,Fiber optic,No,No,No,2,3,1
2455,55,M,Central,90,55.6,5003.64,2 year,No,No,Yes,No,1,3,1
2456,67,M,South,1,45.57,45.57,2 year,DSL,Yes,Yes,No,2,1,0
2457,36,M,North,4,81.27,325.06,1 year,No,Yes,No,No,3,3,0
2458,48,M,Central,74,69.22,5122.22,1 year,No,No,No,No,4,5,0
2459,52,F,West,20,81.86,1637.17,1 year,DSL,No,No,Yes,5,2,0
2460,52,M,South,12,49.37,592.49,Month-to-month,DSL,Yes,Yes,No,5,1,0
2461,46,F,North,2,48.94,97.88,2 year,DSL,No,No,No,2,3,1
2462,56,F,South,23,74.93,1723.45,1 year,DSL,No,Yes,No,5,3,0
2463,52,F,North,3,20.0,60.0,Month-to-month,No,No,No,No,4,1,1
2464,26,M,East,23,20.0,460.0,Month-to-month,No,No,No,No,3,1,0
2465,58,F,Central,78,85.26,6650.51,2 year,Fiber optic,Yes,Yes,No,3,1,0
2466,58,F,West,16,50.86,813.7,1 year,No,No,Yes,No,1,1,0
2467,33,F,South,5,68.86,344.3,Month-to-month,DSL,No,Yes,Yes,5,0,0
2468,45,F,South,20,72.59,1451.86,Month-to-month,Fiber optic,No,Yes,Yes,4,1,0
2469,55,M,South,15,85.7,1285.54,1 year,No,No,Yes,Yes,5,1,0
2470,41,F,South,16,56.2,899.21,Month-to-month,Fiber optic,No,No,Yes,4,1,0
2471,61,F,Central,14,57.29,802.11,Month-to-month,No,No,Yes,Yes,1,2,0
2472,80,F,North,23,52.69,1211.91,1 year,No,No,No,No,5,2,0
2473,33,F,Central,17,77.42,1316.17,1 year,Fiber optic,Yes,No,Yes,3,4,0
2474,24,M,East,87,78.31,6812.96,2 year,No,No,No,No,1,1,1
2475,49,F,Central,35,90.56,3169.77,Month-to-month,No,Yes,No,No,5,3,0
2476,55,F,Central,7,40.07,280.49,Month-to-month,DSL,Yes,No,No,3,1,1
2477,41,F,East,26,109.68,2851.56,Month-to-month,Fiber optic,No,Yes,No,3,5,1
2478,66,F,Central,5,58.75,293.76,Month-to-month,Fiber optic,No,Yes,No,4,2,0
2479,24,F,North,31,64.03,1985.02,Month-to-month,DSL,No,No,No,3,3,1
2480,55,F,West,4,68.27,273.07,1 year,Fiber optic,No,Yes,No,2,1,1
2481,35,M,East,13,46.78,608.2,Month-to-month,DSL,Yes,No,No,5,1,0
2482,70,F,South,32,56.77,1816.56,2 year,No,No,No,No,5,1,0
2483,74,M,North,7,94.21,659.48,Month-to-month,No,No,No,No,4,1,1
2484,33,M,West,37,94.52,3497.38,1 year,Fiber optic,Yes,Yes,No,3,2,0
2485,36,F,North,21,69.1,1451.15,2 year,Fiber optic,Yes,Yes,No,4,1,0
2486,57,M,North,11,85.88,944.63,Month-to-month,No,No,Yes,No,2,3,1
2487,39,F,South,12,73.22,878.6,Month-to-month,DSL,No,No,No,4,2,1
2488,44,M,West,53,63.86,3384.42,1 year,No,No,No,No,5,4,1
2489,45,F,North,5,49.92,249.62,1 year,No,No,No,No,4,3,1
2490,18,M,South,24,47.77,1146.5,1 year,DSL,No,Yes,No,5,3,1
2491,44,M,East,25,49.85,1246.16,Month-to-month,Fiber optic,No,Yes,No,1,1,1
2492,34,F,South,52,97.3,5059.45,1 year,Fiber optic,No,No,No,2,2,1
2493,37,M,Central,25,82.46,2061.62,1 year,Fiber optic,Yes,Yes,No,2,4,1
2494,66,M,South,18,93.82,1688.75,Month-to-month,Fiber optic,Yes,No,Yes,5,2,0
2495,26,M,South,47,72.99,3430.7,2 year,DSL,No,Yes,No,1,0,0
2496,57,M,South,36,47.39,1706.04,1 year,DSL,No,Yes,No,3,1,0
2497,40,M,North,26,77.07,2003.73,1 year,DSL,No,No,No,4,5,1
2498,40,F,West,1,90.39,90.39,2 year,No,Yes,Yes,No,3,2,0
2499,56,M,South,10,77.8,777.95,1 year,DSL,No,No,No,1,4,1
2500,50,M,South,20,38.66,773.28,Month-to-month,DSL,Yes,Yes,No,2,2,0
2501,53,F,Central,15,35.52,532.73,1 year,No,Yes,No,No,3,0,0
2502,59,F,Central,8,77.73,621.82,2 year,DSL,Yes,No,Yes,1,2,1
2503,40,F,East,4,58.75,235.0,1 year,Fiber optic,No,Yes,No,2,1,1
2504,35,M,East,17,71.25,1211.21,2 year,DSL,No,Yes,No,3,1,0
2505,28,M,Central,7,50.53,353.71,Month-to-month,DSL,No,Yes,No,2,2,1
2506,32,M,West,6,67.53,405.21,Month-to-month,DSL,Yes,No,No,5,1,1
2507,80,M,East,11,42.99,472.94,1 year,Fiber optic,No,No,Yes,2,1,1
2508,63,F,West,31,69.94,2168.22,1 year,Fiber optic,No,No,No,2,1,1
2509,24,F,Central,14,79.57,1113.94,Month-to-month,Fiber optic,Yes,Yes,No,1,5,0
2510,25,M,East,5,80.67,403.37,2 year,Fiber optic,No,No,No,1,3,1
2511,52,M,South,3,38.87,116.6,Month-to-month,DSL,No,Yes,No,4,3,0
2512,53,M,Central,14,74.38,1041.31,Month-to-month,DSL,No,Yes,No,1,1,1
2513,53,M,East,32,53.25,1703.94,2 year,DSL,Yes,No,Yes,5,3,0
2514,41,F,West,22,95.54,2101.88,Month-to-month,Fiber optic,No,No,No,5,2,1
2515,43,F,West,6,84.12,504.73,2 year,Fiber optic,Yes,Yes,Yes,2,2,0
2516,49,M,East,12,65.52,786.21,Month-to-month,No,Yes,Yes,No,1,2,0
2517,46,F,West,39,108.64,4236.98,Month-to-month,DSL,No,No,No,4,2,0
2518,18,M,East,4,50.45,201.78,2 year,No,No,No,Yes,1,2,1
2519,41,M,East,16,63.86,1021.76,2 year,DSL,No,No,Yes,4,1,0
2520,32,F,West,9,75.83,682.44,Month-to-month,DSL,No,Yes,Yes,2,1,1
2521,47,M,North,3,105.69,317.07,Month-to-month,DSL,No,No,No,5,1,0
2522,80,F,South,2,94.27,188.54,1 year,No,No,Yes,Yes,1,5,1
2523,50,M,Central,17,81.03,1377.59,Month-to-month,No,No,No,No,1,4,1
2524,40,F,South,1,47.45,47.45,2 year,No,No,Yes,Yes,5,2,1
2525,58,M,Central,3,47.42,142.27,Month-to-month,No,No,Yes,No,5,2,1
2526,52,F,Central,9,78.91,710.17,2 year,DSL,No,No,No,3,2,0
2527,51,M,South,1,39.95,39.95,Month-to-month,Fiber optic,No,No,No,3,1,0
2528,54,M,East,11,71.41,785.48,1 year,DSL,Yes,Yes,No,3,3,0
2529,75,F,West,3,81.08,243.25,2 year,Fiber optic,No,No,No,5,1,1
2530,28,M,North,9,35.45,319.01,Month-to-month,Fiber optic,Yes,No,Yes,3,2,1
2531,52,F,North,32,77.96,2494.63,2 year,DSL,Yes,Yes,Yes,1,1,0
2532,31,F,North,20,82.92,1658.35,Month-to-month,No,No,No,No,5,1,1
2533,53,M,South,12,57.73,692.81,Month-to-month,DSL,No,No,Yes,1,3,1
2534,31,M,South,2,61.87,123.73,Month-to-month,Fiber optic,No,Yes,No,5,2,1
2535,38,M,East,20,29.25,584.95,2 year,DSL,No,No,No,2,1,1
2536,40,M,North,4,62.81,251.23,Month-to-month,No,No,No,No,1,1,1
2537,59,F,East,2,34.49,68.97,1 year,DSL,No,No,No,5,0,1
2538,58,M,North,22,51.2,1126.42,1 year,DSL,No,No,Yes,4,0,0
2539,26,M,South,49,56.96,2790.8,Month-to-month,DSL,No,No,Yes,5,0,1
2540,45,M,West,13,41.88,544.48,Month-to-month,No,Yes,Yes,No,2,2,1
2541,34,F,West,1,40.06,40.06,Month-to-month,Fiber optic,No,No,No,5,1,1
2542,26,M,West,43,41.04,1764.82,Month-to-month,Fiber optic,Yes,No,No,2,2,1
2543,41,F,West,2,89.41,178.83,Month-to-month,Fiber optic,No,Yes,Yes,3,5,1
2544,40,M,Central,41,63.6,2607.56,2 year,DSL,No,No,No,1,2,0
2545,80,F,North,10,90.33,903.27,2 year,Fiber optic,No,Yes,No,2,3,1
2546,51,M,West,10,56.9,569.03,Month-to-month,DSL,Yes,No,No,4,1,0
2547,24,M,Central,16,57.33,917.32,1 year,Fiber optic,No,No,No,1,2,1
2548,36,F,Central,63,56.53,3561.33,Month-to-month,Fiber optic,No,No,Yes,5,3,0
2549,60,M,Central,46,20.0,920.0,1 year,Fiber optic,Yes,Yes,No,5,5,0
2550,76,M,East,13,75.13,976.7,2 year,No,No,No,No,2,0,1
2551,21,M,East,24,62.86,1508.67,Month-to-month,DSL,No,No,No,4,2,1
2552,18,F,Central,18,66.03,1188.51,1 year,Fiber optic,No,No,No,2,3,1
2553,73,M,West,24,23.18,556.28,2 year,Fiber optic,Yes,Yes,Yes,4,5,0
2554,50,F,North,36,64.43,2319.39,1 year,DSL,No,No,No,2,3,1
2555,31,F,South,1,56.23,56.23,Month-to-month,DSL,Yes,Yes,No,3,2,0
2556,53,F,East,8,67.51,540.1,Month-to-month,DSL,No,No,Yes,3,1,1
2557,18,M,West,65,63.48,4126.29,Month-to-month,No,Yes,No,No,3,4,0
2558,45,F,West,60,55.29,3317.53,Month-to-month,DSL,No,No,No,2,2,1
2559,49,F,South,1,76.26,76.26,1 year,No,No,No,No,1,1,1
2560,58,M,South,5,85.49,427.47,Month-to-month,Fiber optic,No,No,No,5,1,1
2561,29,F,West,102,56.84,5798.09,2 year,No,Yes,No,No,1,3,1
2562,46,F,South,14,36.03,504.46,Month-to-month,DSL,Yes,No,No,5,1,1
2563,31,M,West,18,37.35,672.29,Month-to-month,Fiber optic,Yes,Yes,No,4,2,0
2564,48,M,South,4,73.46,293.83,1 year,Fiber optic,No,No,No,3,0,0
2565,31,F,South,45,90.92,4091.23,Month-to-month,DSL,Yes,No,No,3,2,1
2566,38,M,West,6,28.73,172.37,1 year,Fiber optic,Yes,No,No,5,2,0
2567,30,M,Central,5,44.64,223.21,Month-to-month,No,Yes,Yes,Yes,3,1,1
2568,54,M,West,6,58.35,350.1,Month-to-month,No,No,Yes,Yes,1,3,1
2569,57,F,North,51,24.2,1233.97,Month-to-month,Fiber optic,No,No,No,2,3,1
2570,41,F,South,25,63.07,1576.67,Month-to-month,Fiber optic,No,No,No,3,0,0
2571,45,M,East,30,72.26,2167.87,2 year,No,No,No,No,3,4,0
2572,23,F,South,10,74.6,745.96,Month-to-month,Fiber optic,Yes,Yes,No,4,3,0
2573,40,M,North,48,57.0,2736.21,2 year,Fiber optic,No,No,Yes,2,3,1
2574,44,M,East,32,57.87,1851.86,Month-to-month,Fiber optic,No,No,No,5,0,1
2575,80,M,East,28,44.57,1248.09,1 year,No,No,No,No,2,3,1
2576,28,M,West,71,29.57,2099.79,1 year,No,No,No,No,2,4,0
2577,66,M,Central,10,61.25,612.5,2 year,DSL,No,Yes,No,5,5,0
2578,59,F,West,19,73.17,1390.17,2 year,Fiber optic,Yes,No,No,2,4,0
2579,49,F,East,49,65.32,3200.7,2 year,DSL,Yes,No,No,4,0,0
2580,71,F,East,32,87.18,2789.78,2 year,Fiber optic,Yes,Yes,No,1,4,0
2581,50,F,Central,17,71.91,1222.43,Month-to-month,DSL,Yes,Yes,No,2,2,0
2582,50,M,South,2,78.19,156.38,2 year,Fiber optic,Yes,No,No,1,2,1
2583,44,M,Central,22,68.35,1503.79,2 year,DSL,Yes,No,No,4,2,0
2584,63,F,West,15,102.18,1532.75,Month-to-month,DSL,Yes,No,No,4,1,1
2585,61,F,South,5,55.2,276.02,2 year,Fiber optic,Yes,No,No,2,0,1
2586,35,M,West,43,78.58,3378.74,1 year,No,Yes,Yes,Yes,3,0,0
2587,25,M,Central,9,69.96,629.6,2 year,Fiber optic,Yes,Yes,No,2,2,0
2588,41,M,South,10,79.76,797.6,2 year,Fiber optic,No,Yes,Yes,1,2,0
2589,32,F,Central,23,71.67,1648.41,2 year,No,No,Yes,Yes,4,2,0
2590,44,M,North,14,64.15,898.13,2 year,Fiber optic,No,No,No,1,0,0
2591,63,M,East,2,72.56,145.13,Month-to-month,Fiber optic,No,No,No,1,3,1
2592,38,F,South,10,75.07,750.67,Month-to-month,DSL,No,No,No,5,3,0
2593,44,F,East,2,77.67,155.35,Month-to-month,Fiber optic,No,Yes,No,4,1,1
2594,45,F,North,5,94.27,471.33,Month-to-month,No,Yes,Yes,Yes,4,7,1
2595,57,M,South,1,68.87,68.87,Month-to-month,Fiber optic,No,No,No,1,1,1
2596,18,M,East,5,43.05,215.26,1 year,Fiber optic,No,No,No,4,3,1
2597,35,F,East,9,68.29,614.63,Month-to-month,No,No,No,No,2,6,1
2598,48,M,South,16,56.1,897.63,1 year,Fiber optic,Yes,Yes,Yes,5,6,0
2599,63,M,East,51,55.55,2833.24,2 year,No,No,No,No,2,2,1
2600,37,M,East,16,58.57,937.15,1 year,Fiber optic,Yes,No,Yes,3,1,0
2601,18,F,South,25,46.95,1173.64,Month-to-month,Fiber optic,No,No,No,3,0,1
2602,54,F,East,9,20.0,180.0,Month-to-month,Fiber optic,Yes,Yes,No,1,2,0
2603,35,M,East,28,94.5,2646.11,Month-to-month,Fiber optic,No,No,No,3,3,0
2604,27,M,West,20,55.23,1104.59,Month-to-month,DSL,Yes,Yes,No,2,1,0
2605,35,M,West,13,30.71,399.24,1 year,Fiber optic,No,No,No,3,5,0
2606,42,M,North,5,68.58,342.88,1 year,DSL,Yes,No,No,1,0,1
2607,35,F,West,8,77.31,618.5,1 year,Fiber optic,No,No,No,4,4,0
2608,18,F,West,20,61.44,1228.77,Month-to-month,Fiber optic,No,No,No,5,5,1
2609,58,M,North,12,39.23,470.73,Month-to-month,Fiber optic,No,No,Yes,1,0,1
2610,64,M,East,45,36.69,1650.95,2 year,DSL,Yes,Yes,No,1,0,0
2611,54,F,East,6,110.63,663.79,Month-to-month,Fiber optic,No,No,Yes,1,3,1
2612,27,M,West,2,36.79,73.59,1 year,Fiber optic,No,No,No,2,2,1
2613,41,F,North,18,32.42,583.56,2 year,No,No,Yes,No,4,4,0
2614,44,M,East,44,58.82,2588.29,Month-to-month,Fiber optic,No,No,No,1,2,1
2615,53,F,Central,10,81.44,814.37,1 year,Fiber optic,Yes,Yes,No,4,2,0
2616,55,M,South,21,98.17,2061.57,1 year,Fiber optic,Yes,No,No,1,2,0
2617,33,M,South,6,60.73,364.4,1 year,Fiber optic,No,Yes,No,2,4,1
2618,46,F,South,17,60.46,1027.78,Month-to-month,No,No,No,No,1,1,0
2619,51,F,West,31,39.32,1218.94,2 year,Fiber optic,No,No,No,3,2,0
2620,66,M,South,41,86.77,3557.37,Month-to-month,DSL,No,Yes,No,2,1,0
2621,55,M,South,3,63.61,190.82,1 year,DSL,No,No,Yes,1,2,1
2622,56,F,Central,9,64.26,578.33,Month-to-month,No,No,No,No,1,1,1
2623,46,F,East,21,73.67,1547.04,Month-to-month,Fiber optic,No,No,No,1,3,1
2624,66,M,Central,1,71.04,71.04,Month-to-month,DSL,No,Yes,No,3,1,0
2625,51,M,West,24,62.19,1492.66,Month-to-month,Fiber optic,No,No,Yes,3,5,1
2626,32,F,South,16,91.42,1462.71,Month-to-month,DSL,No,Yes,No,1,1,1
2627,66,F,East,7,32.93,230.48,Month-to-month,DSL,No,Yes,No,3,0,1
2628,55,F,South,34,69.23,2353.68,2 year,Fiber optic,No,No,No,1,2,1
2629,38,F,South,7,73.14,512.0,Month-to-month,DSL,No,No,No,3,4,1
2630,37,F,West,96,56.75,5448.2,2 year,DSL,No,Yes,No,4,3,1
2631,49,M,South,34,77.33,2629.19,2 year,Fiber optic,Yes,Yes,No,1,2,0
2632,51,M,North,25,78.26,1956.54,Month-to-month,Fiber optic,No,Yes,No,1,9,1
2633,47,F,East,2,87.2,174.39,Month-to-month,Fiber optic,Yes,No,No,5,0,0
2634,49,M,East,47,62.77,2950.13,Month-to-month,Fiber optic,No,No,No,5,3,0
2635,70,M,North,32,60.66,1941.02,2 year,Fiber optic,No,No,No,2,3,0
2636,61,F,West,6,75.78,454.7,1 year,DSL,Yes,No,No,4,0,0
2637,47,M,South,10,61.05,610.5,2 year,Fiber optic,No,No,No,4,2,0
2638,59,M,South,7,34.57,242.01,Month-to-month,Fiber optic,No,No,No,2,2,0
2639,29,M,East,84,82.25,6908.87,2 year,DSL,No,No,No,5,0,0
2640,50,F,West,39,28.31,1104.26,Month-to-month,DSL,Yes,No,No,2,2,0
2641,72,F,West,54,73.03,3943.81,2 year,No,No,Yes,No,5,2,0
2642,41,M,West,32,115.77,3704.64,Month-to-month,No,No,Yes,Yes,1,1,1
2643,32,M,South,13,75.66,983.64,1 year,DSL,Yes,No,No,2,2,0
2644,35,M,West,5,51.12,255.59,1 year,Fiber optic,No,Yes,No,3,4,0
2645,28,M,North,5,55.97,279.86,1 year,DSL,No,Yes,No,5,1,0
2646,33,M,Central,4,72.41,289.65,Month-to-month,DSL,Yes,Yes,No,1,2,0
2647,39,M,West,16,64.57,1033.16,1 year,No,No,No,No,3,0,0
2648,23,F,Central,51,80.13,4086.38,Month-to-month,Fiber optic,No,No,Yes,3,5,1
2649,45,M,South,97,94.0,9118.16,1 year,DSL,Yes,Yes,No,4,3,0
2650,58,M,West,7,91.29,639.02,1 year,DSL,Yes,No,No,5,4,0
2651,31,F,East,24,41.88,1005.21,Month-to-month,Fiber optic,No,No,Yes,1,0,1
2652,67,M,South,19,65.32,1241.08,2 year,DSL,No,No,No,5,2,0
2653,52,M,North,14,74.86,1047.98,Month-to-month,Fiber optic,No,No,No,1,2,1
2654,60,M,North,22,95.34,2097.46,Month-to-month,DSL,No,Yes,No,5,0,0
2655,35,M,Central,10,72.18,721.83,Month-to-month,DSL,No,Yes,No,3,5,0
2656,57,F,Central,58,51.33,2976.91,2 year,Fiber optic,Yes,No,No,4,3,0
2657,28,M,East,25,73.7,1842.52,1 year,No,No,No,No,2,0,1
2658,58,F,East,29,101.39,2940.19,2 year,No,No,No,No,5,3,0
2659,47,M,North,6,59.95,359.71,1 year,Fiber optic,No,No,No,3,2,1
2660,53,M,West,4,50.97,203.89,2 year,Fiber optic,Yes,No,No,2,3,0
2661,27,F,North,11,64.35,707.86,Month-to-month,DSL,No,No,No,2,1,1
2662,31,M,North,30,51.98,1559.47,2 year,DSL,No,Yes,No,2,2,1
2663,53,F,East,56,81.54,4566.23,Month-to-month,DSL,Yes,Yes,Yes,3,1,1
2664,30,F,Central,12,52.13,625.54,1 year,No,No,No,No,1,2,0
2665,51,F,East,30,90.85,2725.52,Month-to-month,No,No,No,Yes,2,5,0
2666,24,M,East,13,74.91,973.77,2 year,DSL,Yes,No,No,4,2,0
2667,57,M,East,7,78.94,552.58,1 year,Fiber optic,No,No,No,1,1,1
2668,26,M,North,27,78.79,2127.24,2 year,DSL,No,No,Yes,3,2,0
2669,53,M,West,33,82.04,2707.23,Month-to-month,DSL,Yes,Yes,No,2,3,1
2670,54,F,North,5,58.81,294.06,Month-to-month,No,No,Yes,Yes,3,2,1
2671,34,M,South,8,45.44,363.51,Month-to-month,Fiber optic,Yes,No,No,3,0,0
2672,53,M,East,14,55.48,776.68,1 year,DSL,Yes,No,Yes,2,1,1
